,Bird Class,Image Path,Image Size
11991,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(523).jpeg,"(472, 630, 3)"
11992,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(80).jpeg,"(610, 507, 3)"
11993,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(479).jpeg,"(425, 650, 3)"
11994,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(354).jpeg,"(600, 500, 3)"
11995,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(311).jpeg,"(469, 660, 3)"
11996,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(484).jpeg,"(600, 402, 3)"
11997,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(82).jpeg,"(600, 594, 3)"
11998,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(148).jpeg,"(488, 650, 3)"
11999,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(521).jpeg,"(425, 642, 3)"
12000,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(249).jpeg,"(530, 660, 3)"
12001,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(188).jpeg,"(610, 474, 3)"
12002,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(231).jpeg,"(471, 660, 3)"
12003,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(42).jpeg,"(515, 660, 3)"
12004,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(274).jpeg,"(455, 660, 3)"
12005,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(1).jpeg,"(465, 660, 3)"
12006,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(289).jpeg,"(600, 450, 3)"
12007,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(130).jpeg,"(447, 660, 3)"
12008,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(175).jpeg,"(610, 407, 3)"
12009,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(394).jpeg,"(600, 413, 3)"
12010,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(444).jpeg,"(587, 652, 3)"
12011,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(401).jpeg,"(522, 640, 3)"
12012,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(369).jpeg,"(470, 641, 3)"
12013,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(114).jpeg,"(600, 432, 3)"
12014,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(151).jpeg,"(600, 648, 3)"
12015,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(215).jpeg,"(481, 660, 3)"
12016,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(66).jpeg,"(516, 660, 3)"
12017,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(250).jpeg,"(486, 660, 3)"
12018,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(23).jpeg,"(450, 660, 3)"
12019,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(538).jpeg,"(431, 378, 3)"
12020,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(308).jpeg,"(433, 650, 3)"
12021,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(460).jpeg,"(600, 512, 3)"
12022,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(425).jpeg,"(553, 650, 3)"
12023,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(370).jpeg,"(600, 608, 3)"
12024,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(335).jpeg,"(473, 650, 3)"
12025,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(418).jpeg,"(600, 604, 3)"
12026,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(228).jpeg,"(466, 660, 3)"
12027,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(505).jpeg,"(600, 436, 3)"
12028,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(191).jpeg,"(610, 578, 3)"
12029,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(129).jpeg,"(506, 660, 3)"
12030,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(290).jpeg,"(491, 660, 3)"
12031,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(316).jpeg,"(610, 542, 3)"
12032,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(353).jpeg,"(489, 420, 3)"
12033,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(483).jpeg,"(431, 600, 3)"
12034,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(85).jpeg,"(600, 508, 3)"
12035,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(78).jpeg,"(600, 458, 3)"
12036,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(526).jpeg,"(391, 546, 3)"
12037,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(273).jpeg,"(600, 575, 3)"
12038,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(45).jpeg,"(483, 660, 3)"
12039,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(236).jpeg,"(427, 640, 3)"
12040,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(6).jpeg,"(454, 660, 3)"
12041,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(172).jpeg,"(485, 660, 3)"
12042,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(137).jpeg,"(600, 586, 3)"
12043,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(393).jpeg,"(447, 650, 3)"
12044,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(406).jpeg,"(503, 640, 3)"
12045,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(443).jpeg,"(497, 648, 3)"
12046,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(156).jpeg,"(479, 660, 3)"
12047,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(113).jpeg,"(480, 660, 3)"
12048,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(24).jpeg,"(454, 660, 3)"
12049,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(257).jpeg,"(493, 660, 3)"
12050,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(61).jpeg,"(440, 660, 3)"
12051,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(212).jpeg,"(567, 660, 3)"
12052,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(422).jpeg,"(600, 456, 3)"
12053,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(467).jpeg,"(416, 650, 3)"
12054,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(332).jpeg,"(600, 558, 3)"
12055,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(377).jpeg,"(590, 450, 3)"
12056,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(196).jpeg,"(480, 640, 3)"
12057,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(502).jpeg,"(423, 585, 3)"
12058,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(19).jpeg,"(510, 660, 3)"
12059,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(297).jpeg,"(600, 550, 3)"
12060,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(330).jpeg,"(488, 650, 3)"
12061,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(375).jpeg,"(600, 591, 3)"
12062,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(458).jpeg,"(600, 442, 3)"
12063,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(388).jpeg,"(600, 590, 3)"
12064,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(169).jpeg,"(596, 472, 3)"
12065,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(295).jpeg,"(445, 650, 3)"
12066,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(268).jpeg,"(528, 659, 3)"
12067,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(194).jpeg,"(600, 483, 3)"
12068,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(500).jpeg,"(424, 640, 3)"
12069,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(26).jpeg,"(578, 660, 3)"
12070,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(255).jpeg,"(495, 660, 3)"
12071,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(63).jpeg,"(440, 660, 3)"
12072,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(210).jpeg,"(476, 660, 3)"
12073,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(154).jpeg,"(466, 660, 3)"
12074,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(111).jpeg,"(495, 660, 3)"
12075,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(498).jpeg,"(426, 640, 3)"
12076,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(348).jpeg,"(453, 640, 3)"
12077,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(420).jpeg,"(600, 504, 3)"
12078,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(465).jpeg,"(600, 511, 3)"
12079,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(170).jpeg,"(599, 480, 3)"
12080,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(135).jpeg,"(610, 470, 3)"
12081,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(519).jpeg,"(424, 600, 3)"
12082,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(271).jpeg,"(495, 660, 3)"
12083,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(47).jpeg,"(495, 660, 3)"
12084,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(234).jpeg,"(475, 610, 3)"
12085,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(4).jpeg,"(453, 660, 3)"
12086,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(404).jpeg,"(456, 654, 3)"
12087,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(441).jpeg,"(453, 640, 3)"
12088,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(329).jpeg,"(484, 650, 3)"
12089,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(391).jpeg,"(551, 650, 3)"
12090,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(481).jpeg,"(577, 650, 3)"
12091,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(439).jpeg,"(427, 640, 3)"
12092,Rufous_backed_shrike,Data/Rufous_backed_shrike/suban_Rufous_backed_shrike4.jpg,"(480, 640, 3)"
12093,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(314).jpeg,"(488, 650, 3)"
12094,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(351).jpeg,"(461, 650, 3)"
12095,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(524).jpeg,"(492, 608, 3)"
12096,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(209).jpeg,"(600, 601, 3)"
12097,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(87).jpeg,"(495, 660, 3)"
12098,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(108).jpeg,"(371, 660, 3)"
12099,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(395).jpeg,"(600, 451, 3)"
12100,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(400).jpeg,"(470, 650, 3)"
12101,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(445).jpeg,"(600, 585, 3)"
12102,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(368).jpeg,"(529, 650, 3)"
12103,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(189).jpeg,"(465, 660, 3)"
12104,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(275).jpeg,"(600, 591, 3)"
12105,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(43).jpeg,"(440, 660, 3)"
12106,Rufous_backed_shrike,Data/Rufous_backed_shrike/suban_Rufous_backed_shrike0.jpg,"(480, 640, 3)"
12107,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(230).jpeg,"(475, 660, 3)"
12108,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(288).jpeg,"(500, 660, 3)"
12109,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(174).jpeg,"(490, 660, 3)"
12110,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(131).jpeg,"(488, 660, 3)"
12111,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(83).jpeg,"(465, 660, 3)"
12112,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(149).jpeg,"(600, 503, 3)"
12113,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(520).jpeg,"(550, 366, 3)"
12114,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(248).jpeg,"(526, 660, 3)"
12115,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(478).jpeg,"(591, 478, 3)"
12116,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(310).jpeg,"(450, 651, 3)"
12117,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(355).jpeg,"(600, 590, 3)"
12118,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(485).jpeg,"(422, 640, 3)"
12119,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(229).jpeg,"(600, 640, 3)"
12120,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(190).jpeg,"(421, 660, 3)"
12121,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(504).jpeg,"(565, 585, 3)"
12122,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(128).jpeg,"(600, 621, 3)"
12123,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(291).jpeg,"(600, 569, 3)"
12124,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(334).jpeg,"(461, 650, 3)"
12125,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(371).jpeg,"(444, 600, 3)"
12126,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(419).jpeg,"(491, 650, 3)"
12127,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(309).jpeg,"(600, 480, 3)"
12128,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(424).jpeg,"(453, 640, 3)"
12129,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(461).jpeg,"(599, 498, 3)"
12130,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(150).jpeg,"(490, 660, 3)"
12131,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(115).jpeg,"(599, 512, 3)"
12132,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(22).jpeg,"(454, 660, 3)"
12133,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(251).jpeg,"(600, 476, 3)"
12134,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(67).jpeg,"(600, 400, 3)"
12135,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(214).jpeg,"(466, 660, 3)"
12136,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(426).jpeg,"(515, 650, 3)"
12137,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(463).jpeg,"(417, 650, 3)"
12138,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(20).jpeg,"(495, 660, 3)"
12139,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(253).jpeg,"(600, 460, 3)"
12140,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(65).jpeg,"(600, 424, 3)"
12141,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(216).jpeg,"(600, 450, 3)"
12142,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(98).jpeg,"(457, 660, 3)"
12143,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(152).jpeg,"(600, 520, 3)"
12144,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(117).jpeg,"(503, 660, 3)"
12145,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(293).jpeg,"(600, 561, 3)"
12146,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(192).jpeg,"(527, 660, 3)"
12147,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(506).jpeg,"(580, 412, 3)"
12148,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(58).jpeg,"(482, 660, 3)"
12149,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(336).jpeg,"(406, 650, 3)"
12150,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(373).jpeg,"(600, 479, 3)"
12151,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(39).jpeg,"(495, 660, 3)"
12152,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(522).jpeg,"(472, 630, 3)"
12153,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(81).jpeg,"(600, 528, 3)"
12154,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(487).jpeg,"(395, 600, 3)"
12155,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(312).jpeg,"(488, 650, 3)"
12156,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(357).jpeg,"(600, 450, 3)"
12157,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(402).jpeg,"(600, 527, 3)"
12158,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(447).jpeg,"(427, 640, 3)"
12159,Rufous_backed_shrike,Data/Rufous_backed_shrike/suban_Rufous_backed_shrike2.jpg,"(480, 640, 3)"
12160,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(397).jpeg,"(453, 640, 3)"
12161,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(176).jpeg,"(554, 657, 3)"
12162,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(133).jpeg,"(537, 660, 3)"
12163,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(277).jpeg,"(600, 627, 3)"
12164,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(41).jpeg,"(395, 660, 3)"
12165,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(232).jpeg,"(610, 581, 3)"
12166,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(2).jpeg,"(610, 457, 3)"
12167,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(366).jpeg,"(433, 650, 3)"
12168,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(323).jpeg,"(488, 650, 3)"
12169,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(286).jpeg,"(495, 660, 3)"
12170,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(513).jpeg,"(400, 298, 3)"
12171,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(187).jpeg,"(478, 650, 3)"
12172,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(203).jpeg,"(514, 660, 3)"
12173,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(70).jpeg,"(440, 660, 3)"
12174,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(246).jpeg,"(486, 660, 3)"
12175,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(35).jpeg,"(454, 660, 3)"
12176,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(102).jpeg,"(495, 660, 3)"
12177,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(147).jpeg,"(600, 619, 3)"
12178,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(476).jpeg,"(600, 468, 3)"
12179,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(433).jpeg,"(472, 638, 3)"
12180,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(126).jpeg,"(452, 660, 3)"
12181,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(163).jpeg,"(480, 640, 3)"
12182,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(227).jpeg,"(495, 660, 3)"
12183,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(54).jpeg,"(454, 660, 3)"
12184,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(262).jpeg,"(480, 640, 3)"
12185,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(11).jpeg,"(454, 660, 3)"
12186,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(452).jpeg,"(604, 586, 3)"
12187,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(417).jpeg,"(433, 650, 3)"
12188,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(382).jpeg,"(453, 640, 3)"
12189,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(492).jpeg,"(465, 650, 3)"
12190,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(342).jpeg,"(600, 403, 3)"
12191,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(307).jpeg,"(433, 650, 3)"
12192,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(69).jpeg,"(440, 660, 3)"
12193,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(537).jpeg,"(359, 488, 3)"
12194,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(94).jpeg,"(610, 468, 3)"
12195,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(428).jpeg,"(513, 650, 3)"
12196,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(340).jpeg,"(453, 640, 3)"
12197,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(305).jpeg,"(459, 650, 3)"
12198,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(490).jpeg,"(600, 441, 3)"
12199,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(96).jpeg,"(403, 660, 3)"
12200,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(119).jpeg,"(378, 660, 3)"
12201,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(535).jpeg,"(494, 478, 3)"
12202,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(218).jpeg,"(408, 660, 3)"
12203,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(508).jpeg,"(600, 407, 3)"
12204,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(225).jpeg,"(439, 660, 3)"
12205,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(56).jpeg,"(495, 660, 3)"
12206,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(260).jpeg,"(480, 640, 3)"
12207,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(13).jpeg,"(444, 660, 3)"
12208,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(124).jpeg,"(600, 597, 3)"
12209,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(161).jpeg,"(460, 660, 3)"
12210,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(380).jpeg,"(510, 650, 3)"
12211,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(450).jpeg,"(600, 611, 3)"
12212,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(415).jpeg,"(600, 399, 3)"
12213,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(338).jpeg,"(600, 558, 3)"
12214,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(100).jpeg,"(495, 660, 3)"
12215,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(145).jpeg,"(485, 660, 3)"
12216,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(201).jpeg,"(498, 660, 3)"
12217,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(72).jpeg,"(495, 660, 3)"
12218,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(244).jpeg,"(600, 473, 3)"
12219,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(37).jpeg,"(495, 660, 3)"
12220,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(359).jpeg,"(600, 479, 3)"
12221,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(474).jpeg,"(593, 479, 3)"
12222,Rufous_backed_shrike,Data/Rufous_backed_shrike/Long-tailed Shrike(431).jpeg,"(453, 640, 3)"
